,StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District,Latitude,Longitude
1031,x7nc,The Açai Collective (Maju Avenue),Acai Bowl,4.5,500,Singapore,Maju Avenue Singapore,,1.3652882482182231,103.86559558234772
1032,d8b9,The Village Bistro (Upper Aljunied Road),Chinese,3.1,23,Singapore,Upper Aljunied Road Singapore,,1.3375618462886092,103.87402620956281
1033,z9v6,Super Thai By Soi Aroy (Tai Seng) - Islandwide Delivery,Thai,5.0,4,Singapore,Tai Seng Singapore,,1.3353828,103.88830605355781
1034,h3tb,Yumeno Suteji Live Music @ Izakaya - Islandwide Delivery,Japanese,1.0,1,Singapore,,,46.3144754,11.0480288
1035,tchx,Signature KOI (Suntec City),Bubble Tea,5.0,35,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1036,vsxv,Tangled (Fresh Pasta To Go) - Suntec City,Italian,5.0,1,Singapore,Fresh Pasta To Go Singapore,,,
1037,ilkf,Tea Me Tea x Coucou Hotpot (Suntec City Mall),Bubble Tea,4.8,30,Singapore,Suntec City Mall Singapore,,1.2950172000000002,103.8578481941785
1038,wtyb,Xiang Qin 湘琴 荷兰村 (31 Holland Close),Chinese,1.0,1,Singapore,31 Holland Close Singapore,10.0,1.30698865,103.79708738003293
1039,bvcg,Pepper Castle (Holland Village) - Restaurant Delivery,Indian,3.8,8,Singapore,Holland Village Singapore,10.0,1.3126017,103.7971262
1040,o3ry,Wafu Japanese Cuisine (Food Republic - Suntec City),Rice Dishes,5.0,10,Singapore,Food Republic - Suntec City Singapore,,1.2947403,103.8586307
1041,anp9,Now Pizza (Funan),American,4.7,55,Singapore,Funan Singapore,,1.29141,103.8498818
1042,s8be,Char Grill Bar (Holland Village),Western,4.7,2000,Singapore,Holland Village Singapore,10.0,1.3126017,103.7971262
1043,wnzy,LAU WANG CLAYPOT LEGACY (7 Holland Village),Chinese,4.5,22,Singapore,7 Holland Village Singapore,10.0,1.3214453000000002,103.78719655
1044,sl4r,Kiwami (Suntec City) - Islandwide Delivery,Japanese,3.6,2,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1045,x7on,Dunkin' Donuts (Funan Mall),Donut,4.7,100,Singapore,Funan Mall Singapore,,1.291313,103.84994707397723
1046,us2s,Banh Mi Saigon (Ang Mo Kio Avenue 8),Vietnamese,4.4,100,Singapore,Ang Mo Kio Avenue 8 Singapore,20.0,1.3721205220633976,103.84833569633011
1047,bafi,Sheng’s Crayfish Kitchen (Holland Village),Asian,4.3,12,Singapore,Holland Village Singapore,10.0,1.3126017,103.7971262
1048,zimu,Kazutake Ramen (530 Ang Mo Kio ),Japanese,4.4,59,Singapore,530 Ang Mo Kio  Singapore,20.0,1.372763,103.8553191630363
1049,k2wu,Hup Lee Fried Bee Hoon (Aljunied),Noodles,4.6,100,Singapore,Aljunied Singapore,,1.3164515,103.8829087
1050,dr9d,Fong Sheng Hao 豐盛號 (Holland Village),Asian,4.9,9,Singapore,Holland Village Singapore,10.0,1.3126017,103.7971262
1051,dw02,Ju Signatures (Maju Ave),Chinese,4.4,90,Singapore,Maju Ave Singapore,,1.3652882482182231,103.86559558234772
1052,cy75,Sanchos (Clarke Quay),Mexican,5.0,2,Singapore,Clarke Quay Singapore,,1.2903938,103.8454241
1053,rd51,Kebabchi Charcoal BBQ (Suntec City Mall Tower 1),Asian,4.5,8,Singapore,Suntec City Mall Tower 1 Singapore,,,
1054,ue6p,GyoGyo (Funan),Seafood,4.5,12,Singapore,Funan Singapore,,1.29141,103.8498818
1055,vuj5,KATSU-AN (Suntec City),Japanese,4.3,71,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1056,x1br,The Oyster Bank (Funan Mall),Rice Dishes,4.0,21,Singapore,Funan Mall Singapore,,1.291313,103.84994707397723
1057,jw6w,Butter Bowl (Temasek),American,5.0,1,Singapore,Temasek Singapore,,1.2734044,103.8179662
1058,iljx,The Pine Garden (Ang Mo Kio Avenue 10),Cakes,4.8,51,Singapore,Ang Mo Kio Avenue 10 Singapore,20.0,1.36606965,103.85628840000001
1059,y6uk,Dinghao Sugarcane Juice (Chomp Chomp Food Centre),Beverages,4.6,100,Singapore,Chomp Chomp Food Centre Singapore,,1.3642229,103.8665495110119
1060,dk5x,Ha-Jun Korean (90 Bras Basah),Soups,4.8,16,Singapore,90 Bras Basah Singapore,6.0,1.29348725,103.8553907886887
1061,me75,Playground by Playmade (Suntec City),Bubble Tea,4.8,24,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1062,x5pd,Kintamani Indonesian Restaurant (Tiong Bahru),Indonesian,4.5,100,Singapore,Tiong Bahru Singapore,3.0,1.28617925,103.82722523285841
1063,x6xk,The Square (Furama),Asian,3.8,100,Singapore,Furama Singapore,,1.28655385,103.84462305428852
1064,ry6l,XIANGXIANG 湘香湖南菜 (One Holland),Chinese,4.6,24,Singapore,One Holland Singapore,10.0,1.3111708000000002,103.79415524475758
1065,eszn,"Big Fish Small Fish - Fish & Chips, Pasta and More (Suntec City Mall) - Islandwide Delivery",Western,2.6,4,Singapore,Suntec City Mall Singapore,,1.2950172000000002,103.8578481941785
1066,y6qm,Sushi Tei (One Holland Village),Japanese,4.6,1000,Singapore,One Holland Village Singapore,10.0,1.3111708000000002,103.79415524475758
1067,xijd,Auntie Jessie Rojak (S-11Coffee shop),Indonesian,4.6,86,Singapore,S-11Coffee shop Singapore,,,
1068,ol25,Fatty Bom Bom (40 Margaret Drive),Western,4.4,62,Singapore,40 Margaret Drive Singapore,,1.2966396,103.80588552757006
1069,s1ty,Shamiana Indian Restaurant (Serangoon),Indian,4.2,2000,Singapore,Serangoon Singapore,12.0,1.3497610500000001,103.87368414801405
1070,y2ry,Café Iguana (Riverside Point),Mexican,3.9,43,Singapore,Riverside Point Singapore,,1.28931385,103.84408883811305
1071,cv47,The Original Boat Noodle - Thai Street Food (Suntec City),Thai,4.4,8,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1072,nzml,Wok King 小炒王 (Commonwealth Drive),Chinese,5.0,1,Singapore,Commonwealth Drive Singapore,,1.3019423979294031,103.79624375966921
1073,y1ba,Man Dang Dang BBQ 满当当原碳烧烤 (Geylang Road),Chinese,4.4,100,Singapore,Geylang Road Singapore,14.0,1.31241245,103.8779448
1074,dfbm,Super Sub (Suntec City),Sandwiches,4.9,63,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1075,x1qm,Amanda | Yong Tau Foo Eats (Suntec City),Laksa,3.6,8,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1076,w3pd,PLONK (Maju Ave),Italian,4.5,500,Singapore,Maju Ave Singapore,,1.3652882482182231,103.86559558234772
1077,wadx,Teenoy Thai Kitchen (Commonwealth),Thai,4.4,500,Singapore,Commonwealth Singapore,,1.3024428,103.7983085
1078,n9bo,Olivia & Co. (Suntec City),Coffee,2.0,8,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1079,w3fe,Jinlong Wuxiang Prawn Cracker (Ang Mo Kio Avenue 10),Asian,4.5,500,Singapore,Ang Mo Kio Avenue 10 Singapore,20.0,1.36606965,103.85628840000001
1080,q2z4,Nagara Thai (Ang Mo Kio) - Islandwide Delivery,Thai,5.0,2,Singapore,Ang Mo Kio Singapore,20.0,1.369842,103.8466086
1081,jl0o,Mata Thai (Jalan Bukit Ho Swee),Asian,4.4,90,Singapore,Jalan Bukit Ho Swee Singapore,,1.2871034428171582,103.83191290976397
1082,wzu6,"Big Fish Small Fish - Fish & Chips, Pasta and More (Suntec City Mall)",Seafood,4.3,36,Singapore,Suntec City Mall Singapore,,1.2950172000000002,103.8578481941785
1083,p667,The Soy Inc (Suntec City),Beverages,5.0,1,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1084,qko7,NONG KHAI BEER HOUSE (101 Geylang),Thai,4.5,23,Singapore,101 Geylang Singapore,14.0,1.3175747,103.8808762756033
1085,y4gl,Happy Daze Cafe (Maju Ave),Burgers,2.4,26,Singapore,Maju Ave Singapore,,1.3652882482182231,103.86559558234772
1086,avop,habit (One Holland Village),Salads,4.4,48,Singapore,One Holland Village Singapore,10.0,1.3111708000000002,103.79415524475758
1087,i4eh,AL MUBIN RESTAURANT (Ang Mo Kio),Indian,4.4,1000,Singapore,Ang Mo Kio Singapore,20.0,1.369842,103.8466086
1088,ij4b,Toh Guan TeoChew Noodle House (40 Margaret Drive),Asian,4.5,5,Singapore,40 Margaret Drive Singapore,,1.2966396,103.80588552757006
1089,e8v2,Hot & Cold Desserts 顺兴清甜五味汤 (Margaret Drive),Dessert,4.5,89,Singapore,Margaret Drive Singapore,,1.2982633095389722,103.8055205506496
1090,r34i,WAWA LALA BEE HOON (38 Margaret Dr),Asian,4.9,38,Singapore,38 Margaret Dr Singapore,,1.2977504999999998,103.80432904359057
1091,sm74,Yakiniku-GO (Suntec),Japanese,4.1,31,Singapore,Suntec Singapore,,1.2935197999999999,103.85725715817814
1092,pn6o,Bangkok Bites (Strathmore Avenue),Thai,4.4,76,Singapore,Strathmore Avenue Singapore,,1.29400065,103.80721935
1093,lws9,Big Appetite Food Court (Suntec City),Noodles,4.4,14,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1094,kt82,Huggs Coffee (Clarke Quay Central),Coffee,4.6,20,Singapore,Clarke Quay Central Singapore,,1.2903938,103.8454241
1095,m8az,Chocolate Origin Suntec City (3 Temasek Blvd),Snacks,4.7,100,Singapore,3 Temasek Blvd Singapore,,1.2951505,103.8598741
1096,d2ku,Mario’s Ristorante & Caffe (12 Alexandra View),Western,4.1,100,Singapore,12 Alexandra View Singapore,,1.29003995,103.8167760163396
1097,f9qu,Man Man Unagi (The Central),Indonesian,4.8,97,Singapore,The Central Singapore,,,
1098,ql7h,MUSETTE (Thye Hong Centre),Western,4.0,13,Singapore,Thye Hong Centre Singapore,,1.29095725,103.81492804421313
1099,ib9j,Xin Wang Hong Kong Cafe (Suntec City Mall),Chinese,3.5,18,Singapore,Suntec City Mall Singapore,,1.2950172000000002,103.8578481941785
1100,y3fx,Tendon Kohaku The Central (Clarke Quay Central),Japanese,4.5,100,Singapore,Clarke Quay Central Singapore,,1.2903938,103.8454241
1101,rman,Chura Sushi Bar (Suntec City),Sushi,4.8,10,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1102,p4bt,Butahage (Suntec City),Japanese,4.9,4,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1103,y2ph,Gong Yuan Mala Tang Hot Pot (Suntec City Mall),Soups,4.5,100,Singapore,Suntec City Mall Singapore,,1.2950172000000002,103.8578481941785
1104,drv0,The Great Mischief (National Gallery),Mexican,5.0,1,Singapore,National Gallery Singapore,,1.2902557,103.8514709
1105,zlik,Eggslut (Suntec City),Sandwiches,4.6,100,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1106,fcab,Mother Earth Classic 大地之素 (115 Geylang Rd),Vegetarian,4.8,100,Singapore,115 Geylang Rd Singapore,14.0,1.3111077,103.8737852
1107,z09o,Yu Kee House of Braised Duck (Aljunied),Rice Dishes,4.8,24,Singapore,Aljunied Singapore,,1.3164515,103.8829087
1108,nnho,Karubi Singapore (Clarke Quay Central),Rice Dishes,4.6,100,Singapore,Clarke Quay Central Singapore,,1.2903938,103.8454241
1109,u9cl,Hokkaido Ramen Santouka (Clarke Quay),Japanese,3.8,75,Singapore,Clarke Quay Singapore,,1.2903938,103.8454241
1110,q7mr,Ya Fu Mini Wok Delights (Food Republic - Suntec City),Chinese,4.8,100,Singapore,Food Republic - Suntec City Singapore,,1.2947403,103.8586307
1111,jl6e,Jtea (Ang Mo Kio Avenue 4),Chicken,5.0,35,Singapore,Ang Mo Kio Avenue 4 Singapore,20.0,1.3736425557502685,103.83734260907666
1112,d8sc,Kopi & Tarts (Suntec City),Cakes,4.8,94,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1113,fzza,Le’s Bánh Mì Cafe (1 Raffles Link),Vietnamese,4.7,34,Singapore,1 Raffles Link Singapore,,1.2926202,103.8535632
1114,nnt3,amps tea (Suntec City),Bubble Tea,5.0,5,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1115,v7iu,Morganfield'S (Suntec City Mall),Burgers,4.2,90,Singapore,Suntec City Mall Singapore,,1.2950172000000002,103.8578481941785
1116,rkra,D'Penyetz Express (Tiong Bahru Plaza),Ayam Penyet,4.5,1000,Singapore,Tiong Bahru Plaza Singapore,3.0,1.2863599,103.82733303018044
1117,acyj,Mr Teh Tarik Express (ARTRA),Malaysian,4.4,1000,Singapore,ARTRA Singapore,,1.2899667,103.8169130889562
1118,v7uj,Yellow Cab Pizza Co. (Suntec),Pizza,4.2,100,Singapore,Suntec Singapore,,1.2935197999999999,103.85725715817814
1119,oym7,Lee Lai Jiak (Taiwanese Food),Chicken,4.4,100,Singapore,Taiwanese Food Singapore,,1.3072856,103.7900075
1120,xbzh,Sushiro (Suntec City Mall),Japanese,4.5,69,Singapore,Suntec City Mall Singapore,,1.2950172000000002,103.8578481941785
1121,lews,Shake Shack (Suntec City),Burgers,4.6,1000,Singapore,Suntec City Singapore,,1.2942651,103.8591876
1122,yxv6,Hui Huang Roasted 辉煌烧腊 (34 Upper Cross St),Singaporean,4.4,98,Singapore,34 Upper Cross St Singapore,,1.28625795,103.84220666778685
1123,x2cf,Yishun 925 Chicken Rice (631 Ang Mo Kio),Chicken Rice,4.4,500,Singapore,631 Ang Mo Kio Singapore,20.0,1.369842,103.8466086
1124,s3xq,Olive Vine Pasta Fusion (Marina Square),Pasta,3.5,100,Singapore,Marina Square Singapore,1.0,1.29071265,103.85834537056982
1125,f1vn,Sin Kee Famous Chicken Rice (6 Holland Cl) - Islandwide Delivery,Chicken Rice,5.0,1,Singapore,6 Holland Cl Singapore,10.0,1.3071625,103.79555745135363
1126,y1tv,Pizza Pazza (DAWSON ROAD),Pizza,4.4,500,Singapore,DAWSON ROAD Singapore,,1.29600655,103.8108102
1127,tmoo,Chops & Sear (AMK 631),Western,4.8,8,Singapore,AMK 631 Singapore,20.0,1.3779151,103.86833958431524
1128,g05l,Abundance (Lengkok Bahru) - Islandwide Delivery,Asian,5.0,7,Singapore,Lengkok Bahru Singapore,,1.2870683,103.8139035
1129,v6dk,Ruby Thai | Authentic Thai Cuisine (3 Temasek Blvd),Thai,4.4,100,Singapore,3 Temasek Blvd Singapore,,1.2951505,103.8598741
1130,b0ju,Zuya Vegetarian (Tiong Bahru Road),Rice Dishes,4.7,100,Singapore,Tiong Bahru Road Singapore,3.0,1.2862275638344958,103.82552159745308
1131,s8ws,Ricciotti (The Riverwalk),Pizza,2.9,87,Singapore,The Riverwalk Singapore,,1.28889335,103.84856327076524
1132,kq97,Chopstix & Rice (Suntec City Mall Tower 4),Indonesian,4.9,19,Singapore,Suntec City Mall Tower 4 Singapore,,,
1133,lzxo,KK BAN MIAN (Koufu Dawson),Soups,3.1,31,Singapore,Koufu Dawson Singapore,,,
1134,p5bh,Kei Kaisendon & Onkei Tonkatsu (Artra),Japanese,4.9,11,Singapore,Artra Singapore,,1.2899667,103.8169130889562
1135,r1yh,A-One Fish Soup (Tiong Bahru Plaza),Chinese,4.2,500,Singapore,Tiong Bahru Plaza Singapore,3.0,1.2863599,103.82733303018044
1136,rkuj,Jun Xing Fish Soup And Ban Mian (Holland Close),Ban Mian,4.9,67,Singapore,Holland Close Singapore,10.0,1.3076523238076887,103.79561297788773
1137,b4xy,Han Ssik Dang Korean (Tiong Bahru Rd),Korean,5.0,1,Singapore,Tiong Bahru Rd Singapore,3.0,1.28617925,103.82722523285841
1138,loao,Wangji Seafood (Sims Drive),Chinese,3.8,4,Singapore,Sims Drive Singapore,14.0,1.3187006299341506,103.87641562608987
1139,titq,Bombay Kitchen-North Indian And Mexican Cuisine (80 Boat Quay) - Restaurant Delivery,Indian,2.0,1,Singapore,80 Boat Quay Singapore,,1.28838855,103.84916357846521
1140,uggh,MK Malay Food (Hindoo Road) - Restaurant Delivery,Indian,1.5,20,Singapore,Hindoo Road Singapore,,1.3086275500000002,103.85374279999999
1141,vfjk,Long Kee Hong Kong Roasted (Holland Drive),Chinese,5.0,28,Singapore,Holland Drive Singapore,10.0,1.3112528178183178,103.79270552950034
1142,nf04,Aryana-North indian Cuisine (54 South Bridge Road) - Restaurant Delivery,Indian,4.1,14,Singapore,54 South Bridge Road Singapore,,1.2876145,103.84820072979036
1143,y6be,KASHMIR FOOD OF PARADISE - NORTH INDIAN RESTAURANT (80 Boat Quay) - Restaurant Delivery,Indian,3.3,5,Singapore,80 Boat Quay Singapore,,1.28838855,103.84916357846521
1144,c2j2,Jade Chicken (Boon Tiong Road),Western,4.8,6,Singapore,Boon Tiong Road Singapore,,1.2864270841950536,103.83027972810844
1145,cv44,DaYan Herbal Soup & Claypot (Tanglin Hart),Chinese,4.6,100,Singapore,Tanglin Hart Singapore,10.0,,
1146,v7ma,Gong He Guan (Geylang),Singaporean,4.7,100,Singapore,Geylang Singapore,14.0,1.3181862,103.8870563
1147,oahf,Mellow-Indian and Mexican Cuisine (80 Boat Quay) - Restaurant Delivery,Indian,2.0,1,Singapore,80 Boat Quay Singapore,,1.28838855,103.84916357846521
1148,p5qc,VietSmith (Millenia Walk),Vietnamese,4.7,5,Singapore,Millenia Walk Singapore,,1.292471,103.85963991324668
1149,x1mf,Donergy Turkish Kebab (Millenia Walk),Mediterranean,4.3,100,Singapore,Millenia Walk Singapore,,1.292471,103.85963991324668
1150,x4bx,Aaysha Restaurant (Lengkok Bahru),Indian,4.6,500,Singapore,Lengkok Bahru Singapore,,1.2870683,103.8139035
1151,tnb8,Kaayaloram Kerala Restaurant (Boat Quay),Indian,4.1,100,Singapore,Boat Quay Singapore,,1.285996815615518,103.85225135948178
1152,koz1,Sultan Palace Turkish and Lebanese Restaurant (73 Boat Quay) - Restaurant Delivery,Middle Eastern,3.5,10,Singapore,73 Boat Quay Singapore,,1.288068,103.84923954884799
1153,mcry,Baskin Robbins (Tiong Bahru Plaza),Dessert,4.1,68,Singapore,Tiong Bahru Plaza Singapore,3.0,1.2863599,103.82733303018044
1154,b3a3,Bombay Kitchen-Indian And Mexican Cuisine (80 Boat Quay),Indian,3.8,12,Singapore,80 Boat Quay Singapore,,1.28838855,103.84916357846521
1155,w9yw,Thai Kha Thai Street Cuisine (Havelock li),Thai,4.4,1000,Singapore,Havelock li Singapore,,1.2874424,103.8442261
1156,y9gv,Sandaime Bunji (Millenia Walk),Japanese,3.4,26,Singapore,Millenia Walk Singapore,,1.292471,103.85963991324668
1157,y5rd,BreadTalk (Tiong Bahru Plaza),Bakery,4.7,500,Singapore,Tiong Bahru Plaza Singapore,3.0,1.2863599,103.82733303018044
1158,aqov,Ali's Fry & Grill (Koufu Tanglin Halt),Chicken,4.6,500,Singapore,Koufu Tanglin Halt Singapore,10.0,1.3017903,103.7983116
1159,deb6,FANGKO Coffee & Beer (Ibis Budget Hotel Clarke Quay),International,4.5,51,Singapore,Ibis Budget Hotel Clarke Quay Singapore,,1.28789745,103.84715737463902
1160,g9ro,Privé (Tiong Bahru),Western,4.7,100,Singapore,Tiong Bahru Singapore,3.0,1.28617925,103.82722523285841
1161,x1rm,BOMBAY GRILL Authentic Indian Restaurant (54 South Bridge Rd) - Restaurant Delivery,Indian,3.8,500,Singapore,54 South Bridge Rd Singapore,,1.2876145,103.84820072979036
1162,ukk4,MAMA'S CORNER (Sims Place),Indian,4.3,100,Singapore,Sims Place Singapore,14.0,1.3180694079888413,103.87965498466878
1163,mc15,King-Kebabs North Indian Restaurant (South Bridge) - Restaurant Delivery,Middle Eastern,3.0,44,Singapore,South Bridge Singapore,,1.2847354,103.8468356
1164,m3rr,Hao Ju Ban Mian Fish Soup (Jalan Membina),Noodles,4.2,100,Singapore,Jalan Membina Singapore,,1.2815722006243535,103.82518014675473
1165,rckz,Zamas (Boat Quay),Indian,4.2,51,Singapore,Boat Quay Singapore,,1.285996815615518,103.85225135948178
1166,aq2x,Da Yan Mala Xiang Guo (Tiong Bahru),Chinese,5.0,24,Singapore,Tiong Bahru Singapore,3.0,1.28617925,103.82722523285841
1167,m70t,Hot Kitchen-The Quality Dining (South Bridge) - Restaurant Delivery,Chicken,3.1,27,Singapore,South Bridge Singapore,,1.2847354,103.8468356
1168,at6v,Tbakeco (2 Kung Chong),Pasta,4.4,7,Singapore,2 Kung Chong Singapore,,1.289566283880555,103.81302345255438
1169,n1sf,Skirt & Dirt (Seng Poh Road),Western,4.4,100,Singapore,Seng Poh Road Singapore,,1.2839845460595491,103.83192029099206
1170,f485,Tandoori Restaurant (Clarke Quay) - Restaurant Delivery,Chicken,3.9,54,Singapore,Clarke Quay Singapore,,1.2903938,103.8454241
1171,x4or,Tiffany Café & Restaurant (Furama City Centre),Asian,4.7,500,Singapore,Furama City Centre Singapore,,1.28655385,103.84462305428852
1172,x6ab,Canadian Pizza (Serangoon),Pizza,4.4,500,Singapore,Serangoon Singapore,12.0,1.3497610500000001,103.87368414801405
1173,qejs,Tidjai Thai Food (Redhill Lane),Thai,4.5,100,Singapore,Redhill Lane Singapore,,1.28667525,103.81873200000001
1174,bbbd,Ju Fu Bak Kut Teh & Prawn Noodle (Jalan Membina),Soups,4.2,100,Singapore,Jalan Membina Singapore,,1.2815722006243535,103.82518014675473
1175,y7ni,Yechun Xiao Jiang Nan Restaurant (Marina Square),Chinese,3.7,23,Singapore,Marina Square Singapore,1.0,1.29071265,103.85834537056982
1176,lj46,Indian Masala Chat Kebab House (Clementi Ave) - Restaurant Delivery,Indian,1.6,7,Singapore,Clementi Ave Singapore,5.0,1.3168251,103.76604037254504
1177,qo14,Traditional Handmade Mee Hoon Kway 传统手工面粉糕 (Holland Drive),Chinese,4.2,22,Singapore,Holland Drive Singapore,10.0,1.3112528178183178,103.79270552950034
1178,fta8,Bombay House (Boat Quay) - Restaurant Delivery,Indian,2.1,33,Singapore,Boat Quay Singapore,,1.285996815615518,103.85225135948178
1179,xd13,Peng You Quan Mei Shi 朋友圈美食 (People's Park Centre),Chinese,5.0,26,Singapore,People's Park Centre Singapore,1.0,1.28583565,103.84403374819917
1180,v3do,Lucca'S Trattoria (Nostalgia Hotel),Pasta,4.3,500,Singapore,Nostalgia Hotel Singapore,,1.285165,103.8335903
1181,w3yq,Shanghai Fried Xiao Long Bao (Holland Drive),Chinese,4.2,7,Singapore,Holland Drive Singapore,10.0,1.3112528178183178,103.79270552950034
1182,nv4a,Hing Hing Soup Republic (Seng Poh Road),Chinese,4.5,63,Singapore,Seng Poh Road Singapore,,1.2839845460595491,103.83192029099206
1183,vi63,THE LOCAL CAFE 南洋咖啡厅 (Space@Kovan),Singaporean,2.0,1,Singapore,Space@Kovan Singapore,,,
1184,apf4,Fok Lok Kee Private Kitchen 福乐记私家菜 (Geylang Road),Chinese,3.8,30,Singapore,Geylang Road Singapore,14.0,1.31241245,103.8779448
1185,z18k,Japanese Cuisine (75D Redhill),Japanese,4.5,100,Singapore,75D Redhill Singapore,,1.28862145,103.81587151859361
1186,zykw,Coco Veggie Nyonya (Marina Square),Singaporean,2.3,37,Singapore,Marina Square Singapore,1.0,1.29071265,103.85834537056982
1187,x4zb,Joan Jelly Bean (Sims Vista Market & Food Centre),Dessert,4.4,32,Singapore,Sims Vista Market & Food Centre Singapore,14.0,1.3170256,103.87930222476635
1188,x5ms,ABC Bistro Restaurant (Lorong 10 Geylang),Indian,4.5,500,Singapore,Lorong 10 Geylang Singapore,14.0,1.3115050476412642,103.87766913955743
1189,s9lg,Robo Chef Fried Rice (628 AMK Ave 4),Fried Rice,4.6,2000,Singapore,628 AMK Ave 4 Singapore,20.0,,
1190,s70n,Rachelrax Cakes (Lim Tua Tow Road),Cakes,4.5,5,Singapore,Lim Tua Tow Road Singapore,,1.3543649,103.8765209
1191,s3ds,Beyond Pancakes (Marina Square),Western,4.3,100,Singapore,Marina Square Singapore,1.0,1.29071265,103.85834537056982
1192,x4gu,Guo Zai Zhi Jia (Redhill Lane),Chinese,4.2,100,Singapore,Redhill Lane Singapore,,1.28667525,103.81873200000001
1193,vhtk,Shan Ji Xiao Long Bao (Tiong Bahru Market stall 41),Chinese,4.3,91,Singapore,Tiong Bahru Market stall 41 Singapore,3.0,,
1194,w7dl,Rong Xing Lamian Xiao Long Bao 荣兴拉面小笼包 (Redhill Lane),Chinese,4.1,100,Singapore,Redhill Lane Singapore,,1.28667525,103.81873200000001
1195,vysf,Chiak Kway Chap (Geylang Road),Soups,4.1,100,Singapore,Geylang Road Singapore,14.0,1.31241245,103.8779448
1196,d8tl,Indian House (Boat Quay) - Restaurant Delivery,Indian,4.2,100,Singapore,Boat Quay Singapore,,1.285996815615518,103.85225135948178
1197,w0le,Sin Hoi Sai (Tiong Bahru),Chinese,4.4,500,Singapore,Tiong Bahru Singapore,3.0,1.28617925,103.82722523285841
1198,vcsw,Hup Lee Fried Rice N Curry Rice (Ang Mo Kio),Fried Rice,4.7,83,Singapore,Ang Mo Kio Singapore,20.0,1.369842,103.8466086
1199,s3xt,Shah Alam Restaurant (Circular Road),Indian,4.1,1000,Singapore,Circular Road Singapore,,1.286438987899482,103.84911907870797
1200,k7zi,Three Nuts Baker (Yio Chu Kang Road),Bakery,4.9,67,Singapore,Yio Chu Kang Road Singapore,,1.3804400000000001,103.8766621
1201,x3aa,Delicacy Zhu Chao 美味煮炒 (Redhill Lane),Fried Rice,4.5,500,Singapore,Redhill Lane Singapore,,1.28667525,103.81873200000001
1202,vtuq,Eleven Strands (66 Yio Chu Kang Rd) - Islandwide Delivery,Italian,4.9,8,Singapore,66 Yio Chu Kang Rd Singapore,,1.3872967785599595,103.84113751571311
1203,vfqh,Sofra Turkish Cafe & Restaurant (Marina Square),Turkish,3.5,43,Singapore,Marina Square Singapore,1.0,1.29071265,103.85834537056982
1204,y3qx,JIA HE XING Dumplings (Marina Square),Chinese,4.4,84,Singapore,Marina Square Singapore,1.0,1.29071265,103.85834537056982
1205,s7kj,Sahara Bar & Restaurant (Raffles Place),Turkish,3.9,100,Singapore,Raffles Place Singapore,1.0,1.2835416999999998,103.85146023266938
1206,e9qt,Ganh Xua (Homely Vietnam Pho),Vietnamese,4.3,100,Singapore,Homely Vietnam Pho Singapore,,,
1207,w4tf,Tong Shui Desserts (People's Park Centre),Dessert,4.4,100,Singapore,People's Park Centre Singapore,1.0,1.28583565,103.84403374819917
1208,w1tg,85 Mala Xiang Guo 麻辣香锅 (Redhill Lane),Chinese,4.2,1000,Singapore,Redhill Lane Singapore,,1.28667525,103.81873200000001
1209,p3py,126 Dim Sum Wen Dao Shi (126 Sims Ave) - Islandwide Delivery,Chinese,4.6,100,Singapore,126 Sims Ave Singapore,14.0,1.3141189,103.87838809439272
1210,txa3,The Boss Pizza (Yio Chu Kang Rd 9),Fast Food,4.0,2,Singapore,Yio Chu Kang Rd 9 Singapore,,1.3843025500000001,103.83886225
1211,trph,Prata Wala (Chinatown Point) - Islandwide Delivery,Roti Prata,2.3,43,Singapore,Chinatown Point Singapore,,1.28519745,103.8449051848437
1212,x5xm,Tenkaichi Japanese BBQ (Marina Square),Japanese,4.1,29,Singapore,Marina Square Singapore,1.0,1.29071265,103.85834537056982
1213,bj3q,Singapore Banana Leaf Restaurant (Circular Road),Indian,3.8,100,Singapore,Circular Road Singapore,,1.286438987899482,103.84911907870797
1214,y8yy,Chun Fun How 春芳號 (Esplanade),Tea,4.8,29,Singapore,Esplanade Singapore,,1.29348725,103.8553907886887
1215,x5fc,Lao Da Mala Xiang Guo 老大麻辣香锅 (Geylang),Mala Xiang Guo,4.5,2000,Singapore,Geylang Singapore,14.0,1.3181862,103.8870563
1216,i51b,Dong Dong Hainanese Chicken Rice (New Market Road),Chicken Rice,3.6,6,Singapore,New Market Road Singapore,,1.286851752778072,103.84441139679731
